ID,year,month,tifPath,Target,class
ID_koJibJ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_koJibJ_2024_03.tif,Cocoa,1
ID_KjSJ7B_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_KjSJ7B_2024_03.tif,Cocoa,1
ID_JUGsI1_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_JUGsI1_2024_03.tif,Cocoa,1
ID_5mm7wh_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_5mm7wh_2024_03.tif,Cocoa,1
ID_mS2kjD_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_mS2kjD_2024_03.tif,Cocoa,1
ID_CF3WZi_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_CF3WZi_2024_03.tif,Cocoa,1
ID_uJtcNZ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_uJtcNZ_2024_03.tif,Cocoa,1
ID_c5ZI58_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_c5ZI58_2024_03.tif,Cocoa,1
ID_bHh7zn_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_bHh7zn_2024_03.tif,Cocoa,1
ID_2uKltK_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_2uKltK_2024_03.tif,Cocoa,1
ID_hA39a1_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_hA39a1_2024_03.tif,Cocoa,1
ID_hDeUtb_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_hDeUtb_2024_03.tif,Cocoa,1
ID_WCZPW8_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_WCZPW8_2024_03.tif,Cocoa,1
ID_P5J2Cv_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_P5J2Cv_2024_03.tif,Cocoa,1
ID_f1Ipb9_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_f1Ipb9_2024_03.tif,Cocoa,1
ID_rkECvY_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_rkECvY_2024_03.tif,Cocoa,1
ID_RvXYPo_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_RvXYPo_2024_03.tif,Cocoa,1
ID_LWNMop_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_LWNMop_2024_03.tif,Cocoa,1
ID_1AYcTD_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_1AYcTD_2024_03.tif,Cocoa,1
ID_r5hXfD_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_r5hXfD_2024_03.tif,Cocoa,1
ID_pNDYzm_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_pNDYzm_2024_03.tif,Cocoa,1
ID_cibKGE_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_cibKGE_2024_03.tif,Cocoa,1
ID_ChSGqQ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_ChSGqQ_2024_03.tif,Cocoa,1
ID_TYU0Sr_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_TYU0Sr_2024_03.tif,Cocoa,1
ID_UpH0DY_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_UpH0DY_2024_03.tif,Cocoa,1
ID_yGxMSh_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_yGxMSh_2024_03.tif,Cocoa,1
ID_NgxUmy_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_NgxUmy_2024_03.tif,Palm,2
ID_iY4bvo_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_iY4bvo_2024_03.tif,Rubber,3
ID_STg9cT_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_STg9cT_2024_03.tif,Cocoa,1
ID_YBlBOD_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_YBlBOD_2024_03.tif,Palm,2
ID_YARrdJ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_YARrdJ_2024_03.tif,Palm,2
ID_PR4g2b_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_PR4g2b_2024_03.tif,Rubber,3
ID_0B09t7_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_0B09t7_2024_03.tif,Palm,2
ID_w25Zwr_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_w25Zwr_2024_03.tif,Cocoa,1
ID_KaQzbP_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_KaQzbP_2024_03.tif,Palm,2
ID_7dARWQ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_7dARWQ_2024_03.tif,Cocoa,1
ID_fmQrlZ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_fmQrlZ_2024_03.tif,Palm,2
ID_yIopCP_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_yIopCP_2024_03.tif,Palm,2
ID_z8Y4Pv_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_z8Y4Pv_2024_03.tif,Palm,2
ID_RUB3D8_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_RUB3D8_2024_03.tif,Rubber,3
ID_T6ihI3_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_T6ihI3_2024_03.tif,Palm,2
ID_1yRRfH_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_1yRRfH_2024_03.tif,Cocoa,1
ID_u33Pvz_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_u33Pvz_2024_03.tif,Palm,2
ID_miOhwh_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_miOhwh_2024_03.tif,Rubber,3
ID_afH06L_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_afH06L_2024_03.tif,Palm,2
ID_dsEgxd_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_dsEgxd_2024_03.tif,Rubber,3
ID_fUYvQ7_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_fUYvQ7_2024_03.tif,Palm,2
ID_s9Od8U_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_s9Od8U_2024_03.tif,Palm,2
ID_4w4sae_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_4w4sae_2024_03.tif,Palm,2
ID_9F6PbW_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_9F6PbW_2024_03.tif,Palm,2
ID_qIzAKN_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_qIzAKN_2024_03.tif,Palm,2
ID_1NT6GD_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_1NT6GD_2024_03.tif,Palm,2
ID_ofp3nN_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_ofp3nN_2024_03.tif,Rubber,3
ID_DmpKXq_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_DmpKXq_2024_03.tif,Rubber,3
ID_QquBc7_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_QquBc7_2024_03.tif,Palm,2
ID_PMZ8Jn_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_PMZ8Jn_2024_03.tif,Rubber,3
ID_bXAqKg_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_bXAqKg_2024_03.tif,Palm,2
ID_Izr3nb_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_Izr3nb_2024_03.tif,Palm,2
ID_pUw4Jz_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_pUw4Jz_2024_03.tif,Palm,2
ID_piM3Oc_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_piM3Oc_2024_03.tif,Palm,2
ID_ZXDwVx_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_ZXDwVx_2024_03.tif,Rubber,3
ID_Q31yQO_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_Q31yQO_2024_03.tif,Cocoa,1
ID_aeRqKK_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_aeRqKK_2024_03.tif,Cocoa,1
ID_xRn7bc_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_xRn7bc_2024_03.tif,Cocoa,1
ID_4fKp0L_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_4fKp0L_2024_03.tif,Rubber,3
ID_MiGVpI_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_MiGVpI_2024_03.tif,Palm,2
ID_DFUqLL_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_DFUqLL_2024_03.tif,Palm,2
ID_3coi3U_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_3coi3U_2024_03.tif,Rubber,3
ID_E96HbV_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_E96HbV_2024_03.tif,Rubber,3
ID_l4k1sF_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_l4k1sF_2024_03.tif,Rubber,3
ID_XoJn4q_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_XoJn4q_2024_03.tif,Palm,2
ID_sKmyd6_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_sKmyd6_2024_03.tif,Palm,2
ID_1hozGc_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_1hozGc_2024_03.tif,Rubber,3
ID_JePJY0_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_JePJY0_2024_03.tif,Palm,2
ID_XA4hgR_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_XA4hgR_2024_03.tif,Palm,2
ID_KxWRAy_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_KxWRAy_2024_03.tif,Rubber,3
ID_36ePqa_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_36ePqa_2024_03.tif,Palm,2
ID_xVOtnS_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_xVOtnS_2024_03.tif,Rubber,3
ID_cZC28Z_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_cZC28Z_2024_03.tif,Rubber,3
ID_U02bIy_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_U02bIy_2024_03.tif,Rubber,3
ID_cZi5Me_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_cZi5Me_2024_03.tif,Rubber,3
ID_4z2E3s_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_4z2E3s_2024_03.tif,Rubber,3
ID_2kTpMU_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_2kTpMU_2024_03.tif,Rubber,3
ID_X8xXEs_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_X8xXEs_2024_03.tif,Rubber,3
ID_NaMO1K_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_NaMO1K_2024_03.tif,Rubber,3
ID_J5Y1dF_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_J5Y1dF_2024_03.tif,Rubber,3
ID_S7gsUP_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_S7gsUP_2024_03.tif,Rubber,3
ID_qvy40e_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_qvy40e_2024_03.tif,Rubber,3
ID_8aJnGk_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_8aJnGk_2024_03.tif,Rubber,3
ID_6lilVj_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_6lilVj_2024_03.tif,Rubber,3
ID_c9JMUJ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_c9JMUJ_2024_03.tif,Rubber,3
ID_cSeaeo_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_cSeaeo_2024_03.tif,Palm,2
ID_Q5U7WT_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_Q5U7WT_2024_03.tif,Rubber,3
ID_aytXPl_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_aytXPl_2024_03.tif,Palm,2
ID_qJfUpN_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_qJfUpN_2024_03.tif,Rubber,3
ID_pXsSYb_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_pXsSYb_2024_03.tif,Rubber,3
ID_4TPlsV_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_4TPlsV_2024_03.tif,Palm,2
ID_e7SOvQ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_e7SOvQ_2024_03.tif,Rubber,3
ID_Lk8yNq_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_Lk8yNq_2024_03.tif,Palm,2
ID_09THeK_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_09THeK_2024_03.tif,Rubber,3
ID_4JNtX4_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_4JNtX4_2024_03.tif,Rubber,3
ID_cHB1MT_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_cHB1MT_2024_03.tif,Rubber,3
ID_WjgLWe_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_WjgLWe_2024_03.tif,Rubber,3
ID_l57mBh_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_l57mBh_2024_03.tif,Rubber,3
ID_9NP7sX_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_9NP7sX_2024_03.tif,Rubber,3
ID_cEtwLf_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_cEtwLf_2024_03.tif,Palm,2
ID_F8fl7H_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_F8fl7H_2024_03.tif,Rubber,3
ID_srXoG1_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_srXoG1_2024_03.tif,Rubber,3
ID_7o0nnT_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_7o0nnT_2024_03.tif,Rubber,3
ID_RwsjCe_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_RwsjCe_2024_03.tif,Palm,2
ID_6IFPJH_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_6IFPJH_2024_03.tif,Rubber,3
ID_xzTFL1_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_xzTFL1_2024_03.tif,Rubber,3
ID_2Rwd7s_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_2Rwd7s_2024_03.tif,Palm,2
ID_MIluaw_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_MIluaw_2024_03.tif,Palm,2
ID_MQkX85_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_MQkX85_2024_03.tif,Palm,2
ID_HxaHxz_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_HxaHxz_2024_03.tif,Rubber,3
ID_PV4eg7_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_PV4eg7_2024_03.tif,Palm,2
ID_0612VR_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_0612VR_2024_03.tif,Palm,2
ID_et1Ap5_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_et1Ap5_2024_03.tif,Palm,2
ID_m0C0Q8_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_m0C0Q8_2024_03.tif,Palm,2
ID_D77qmT_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_D77qmT_2024_03.tif,Palm,2
ID_Mj4XZS_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_Mj4XZS_2024_03.tif,Palm,2
ID_evH6R5_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_evH6R5_2024_03.tif,Palm,2
ID_ERriL5_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_ERriL5_2024_03.tif,Palm,2
ID_NxAcnw_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_NxAcnw_2024_03.tif,Palm,2
ID_xqdk7k_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_xqdk7k_2024_03.tif,Palm,2
ID_uPmQWW_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_uPmQWW_2024_03.tif,Palm,2
ID_2wRuZz_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_2wRuZz_2024_03.tif,Cocoa,1
ID_EY59AA_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_EY59AA_2024_03.tif,Cocoa,1
ID_7ir2jx_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_7ir2jx_2024_03.tif,Cocoa,1
ID_soUrFJ_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_soUrFJ_2024_03.tif,Cocoa,1
ID_46GB1d_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_46GB1d_2024_03.tif,Cocoa,1
ID_e9B9ev_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_e9B9ev_2024_03.tif,Cocoa,1
ID_FmWF1f_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_FmWF1f_2024_03.tif,Cocoa,1
ID_rM0IWF_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_rM0IWF_2024_03.tif,Cocoa,1
ID_mXH2Xa_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_mXH2Xa_2024_03.tif,Cocoa,1
ID_DQoBOV_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_DQoBOV_2024_03.tif,Cocoa,1
ID_vnS760_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_vnS760_2024_03.tif,Cocoa,1
ID_Hqp81L_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_Hqp81L_2024_03.tif,Cocoa,1
ID_e2ct5o_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_e2ct5o_2024_03.tif,Cocoa,1
ID_W4dZ9Y_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_W4dZ9Y_2024_03.tif,Cocoa,1
ID_bBLbpT_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_bBLbpT_2024_03.tif,Cocoa,1
ID_6ReXKv_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_6ReXKv_2024_03.tif,Cocoa,1
ID_gIaxJB_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_gIaxJB_2024_03.tif,Cocoa,1
ID_6eidN4_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_6eidN4_2024_03.tif,Cocoa,1
ID_8t3hkn_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_8t3hkn_2024_03.tif,Cocoa,1
ID_cn9QU6_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_cn9QU6_2024_03.tif,Cocoa,1
ID_1n8WVN_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_1n8WVN_2024_03.tif,Cocoa,1
ID_TFOdt7_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_TFOdt7_2024_03.tif,Cocoa,1
ID_hIJL4M_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_hIJL4M_2024_03.tif,Cocoa,1
ID_mDYgMD_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_mDYgMD_2024_03.tif,Cocoa,1
ID_x0qCOq_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_x0qCOq_2024_03.tif,Cocoa,1
ID_reTL3Q_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_reTL3Q_2024_03.tif,Cocoa,1
ID_gHoXMt_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_gHoXMt_2024_03.tif,Cocoa,1
ID_t7HJQG_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_t7HJQG_2024_03.tif,Cocoa,1
ID_YLFxN2_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_YLFxN2_2024_03.tif,Cocoa,1
ID_0DNGt7_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_0DNGt7_2024_03.tif,Cocoa,1
ID_ZargY4_Mar,2024,Mar,/content/drive/MyDrive/train_s2_images_new_final/s2_Cocoa_ID_ZargY4_2024_03.tif,Cocoa,1
ID_h14T0B_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_h14T0B_2024_04.tif,Rubber,3
ID_KbyKOr_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_KbyKOr_2024_04.tif,Rubber,3
ID_t4Tmmn_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_t4Tmmn_2024_04.tif,Rubber,3
ID_yipWoC_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_yipWoC_2024_04.tif,Rubber,3
ID_XKiksa_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_XKiksa_2024_04.tif,Rubber,3
ID_zNx6qQ_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_zNx6qQ_2024_04.tif,Rubber,3
ID_KfCbOO_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_KfCbOO_2024_04.tif,Palm,2
ID_ZUfp59_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_ZUfp59_2024_04.tif,Palm,2
ID_DdAycp_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_DdAycp_2024_04.tif,Palm,2
ID_X9dg4u_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_X9dg4u_2024_04.tif,Rubber,3
ID_KmpsdP_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_KmpsdP_2024_04.tif,Rubber,3
ID_zQBRwA_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_zQBRwA_2024_04.tif,Rubber,3
ID_xUSwCk_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_xUSwCk_2024_04.tif,Rubber,3
ID_gwbXk8_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_gwbXk8_2024_04.tif,Rubber,3
ID_Fb9ZE5_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_Fb9ZE5_2024_04.tif,Palm,2
ID_SBD56I_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_SBD56I_2024_04.tif,Rubber,3
ID_7vucQ9_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Palm_ID_7vucQ9_2024_04.tif,Palm,2
ID_JYvjgw_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_JYvjgw_2024_04.tif,Rubber,3
ID_d4AUvT_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_d4AUvT_2024_04.tif,Rubber,3
ID_qHSqbD_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_qHSqbD_2024_04.tif,Rubber,3
ID_njDllu_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_njDllu_2024_04.tif,Rubber,3
ID_b7J6Nq_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_b7J6Nq_2024_04.tif,Rubber,3
ID_WCmEEu_Apr,2024,Apr,/content/drive/MyDrive/train_s2_images_new_final/s2_Rubber_ID_WCmEEu_2024_04.tif,Rubber,3
